tmdb_id_tmdb,imdb_id,title,original_title,original_language,overview,poster_path,release_date,genres_tmdb_names,runtime,revenue,popularity_tmdb,averageRating,numVotes,primaryTitle,originalTitle,genres,startYear,tmdb_id_imdb,tmdb_id
567797,tt5144174,The Dry,The Dry,en,Aaron Falk returns to his drought-stricken hometown to attend a tragic funeral. But his return opens a decades-old wound - the unsolved death of a teenage girl.,/zM12bfL2TEqVRXjiQIFUWUMLcCg.jpg,2021-01-01,"Crime, Thriller, Mystery",117,15576286,11.9368,6.8,39384,The Dry,The Dry,"Crime,Drama,Mystery",2020.0,567797,567797
957452,tt1340094,The Crow,The Crow,en,"Soulmates Eric and Shelly are brutally murdered when the demons of her dark past catch up with them. Given the chance to save his true love by sacrificing himself, Eric sets out to seek merciless revenge on their killers, traversing the worlds of the living and the dead to put the wrong things right.",/g8TbOXrNMuqq7AaKqdvqS2oG4ob.jpg,2024-08-21,"Action, Fantasy, Horror",111,24109036,10.569,4.7,39263,The Crow,The Crow,"Action,Crime,Fantasy",2024.0,957452,957452
1045931,tt21383812,Crew,Crew,hi,Three ordinary air hostesses from Mumbai embark on a journey to pursue their dreams but find themselves caught up in unexpected misfortunes.,/8mnCtQngfhYt0W0BmkrCePutmvy.jpg,2024-03-29,"Comedy, Drama",124,0,4.2372,5.8,39147,Crew,Crew,"Comedy,Drama",2024.0,1045931,1045931
820912,tt13456318,Persuasion,Persuasion,en,"Living with her snobby family on the brink of bankruptcy, Anne Elliot is an unconforming woman with modern sensibilities. When Frederick Wentworth - the dashing one she once sent away - crashes back into her life, Anne must choose between putting the past behind her or listening to her heart when it comes to second chances.",/s99WrKSEVR4RVvwm5Zn2cqrHTMM.jpg,2022-07-01,"Romance, Drama, Comedy",108,0,3.3155,5.8,39132,Persuasion,Persuasion,"Drama,Romance",2022.0,820912,820912
575417,tt9606374,On the Rocks,On the Rocks,en,"Faced with sudden doubts about her marriage, a young New York mother teams up with her larger-than-life playboy father to tail her husband.",/fcijRCmB7yTtloh4Pumy9b1rkwU.jpg,2020-10-02,"Drama, Comedy, Romance",96,992103,2.5724,6.4,39062,On the Rocks,On the Rocks,"Comedy,Drama,Romance",2020.0,575417,575417
654028,tt11057644,The Christmas Chronicles: Part Two,The Christmas Chronicles: Part Two,en,"Kate Pierce is reluctantly spending Christmas with her mom’s new boyfriend and his son Jack. But when the North Pole and Christmas are threatened to be destroyed, Kate and Jack are unexpectedly pulled into a new adventure with Santa Claus.",/6sG0kbEvAi3RRLcGGU5h8l3qAPa.jpg,2020-11-18,"Family, Fantasy, Adventure, Comedy",112,0,3.672,6.0,38951,The Christmas Chronicles: Part Two,The Christmas Chronicles: Part Two,"Adventure,Comedy,Family",2020.0,654028,654028
614939,tt9731598,Bros,Bros,en,Two emotionally unavailable men attempt a relationship.,/6iFBzZ3LjmlE83pHok03Z9QPkAB.jpg,2022-09-30,"Comedy, Romance",115,14781779,6.1207,6.3,38870,Bros,Bros,"Comedy,Romance",2022.0,614939,614939
800383,tt11301946,Beast,பீஸ்ட்,ta,"A former RAW officer, who is among the hostages in a mall taken over by terrorists, has to foil their plans and prevent the government from releasing a dreaded terrorist, who he had helped put in prison at great personal cost.",/yE8bsjy9hvuSY5JdtFlJGXyaTeH.jpg,2022-04-12,"Action, Adventure, Thriller",155,0,3.9708,5.2,38807,Beast,Beast,"Action,Comedy,Crime",2022.0,800383,800383
929204,tt17163970,Wallace & Gromit: Vengeance Most Fowl,Wallace & Gromit: Vengeance Most Fowl,en,"Gromit’s concern that Wallace is becoming too dependent on his inventions proves justified, when Wallace invents a “smart” gnome that seems to develop a mind of its own. When it emerges that a vengeful figure from the past might be masterminding things, it falls to Gromit to battle sinister forces and save his master… or Wallace may never be able to invent again!",/jUWFSBxTOiCinPdTOh3IDUXVemZ.jpg,2024-12-18,"Family, Comedy, Adventure, Animation",79,191452,5.7725,7.5,38795,Wallace & Gromit: Vengeance Most Fowl,Wallace & Gromit: Vengeance Most Fowl,"Adventure,Animation,Comedy",2024.0,929204,929204
987686,tt21051906,A Family Affair,A Family Affair,en,The only thing worse than being the assistant to a high-maintenance movie star who doesn't take you seriously? Finding out he's smitten with your mom.,/l0CaVyqnTsWwNd4hWsrLNEk1Wjd.jpg,2024-06-27,"Romance, Comedy",114,0,3.0263,5.4,38760,A Family Affair,A Family Affair,"Comedy,Drama,Romance",2024.0,987686,987686
748230,tt10245072,Salem's Lot,Salem's Lot,en,Author Ben Mears returns to his childhood home of Jerusalem's Lot only to discover his hometown is being preyed upon by a bloodthirsty vampire.,/j7ncdqBVufydVzVtxmXu8Ago4ox.jpg,2024-10-03,Horror,113,851156,3.5803,5.6,38751,Salem's Lot,Salem's Lot,"Horror,Thriller",2024.0,748230,748230
1140535,tt28249919,Presence,Presence,en,"A couple and their children move into a seemingly normal suburban home. When strange events occur, they begin to believe there is something else in the house with them. The presence is about to disrupt their lives in unimaginable ways.",/hZ8dTeBzigV5SVgwG1ikSROAFiS.jpg,2025-01-17,"Horror, Thriller, Drama",84,10498407,10.986,6.1,38713,Presence,Presence,"Drama,Horror,Thriller",2024.0,1140535,1140535
1050035,tt23736044,Monster,怪物,ja,"After an outburst at school involving her son, a concerned single mother demands answers, triggering a sequence of deepening suspicion and turmoil.",/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg,2023-06-02,"Mystery, Thriller, Drama",125,0,7.5842,7.8,38653,Monster,Kaibutsu,"Drama,Thriller",2023.0,1050035,1050035
760336,tt7475578,Munich – The Edge of War,Munich – The Edge of War,en,"At the tense 1938 Munich Conference, former friends who now work for opposing governments become reluctant spies racing to expose a Nazi secret.",/1SOiUTDnwW9gU4GzSIsOCQUlHJF.jpg,2021-12-31,"Drama, History",130,0,2.6158,6.8,38559,Munich: The Edge of War,Munich: The Edge of War,"Biography,Drama,History",2021.0,760336,760336
760099,tt9051908,Living,Living,en,"London, 1953. Mr. Williams, a veteran civil servant, is an important cog within the city's bureaucracy as it struggles to rebuild in the aftermath of World War II. Buried under paperwork at the office and lonely at home, his life has long felt empty and meaningless. Then a devastating medical diagnosis forces him to take stock, and to try and grasp some fulfilment before it passes permanently beyond reach.",/zUJcp0rpUqp2GSk7t9jvAiZsXtM.jpg,2022-11-04,Drama,102,6999027,6.4083,7.2,38482,Living,Living,Drama,2022.0,760099,760099
617502,tt10228134,Jolt,Jolt,en,A bouncer with an anger management problem goes on a furious and resentful rampage after the murder of a friend.,/b0fBzqCmHr0a0XkeAdhc02XhKXG.jpg,2021-07-15,"Action, Thriller, Crime",91,238524,3.3892,5.6,38466,Jolt,Jolt,"Action,Comedy,Crime",2021.0,617502,617502
1001311,tt13964390,Under Paris,Sous la Seine,fr,"In order to save Paris from an international bloodbath, a grieving scientist is forced to face her tragic past when a giant shark appears in the Seine.",/qZPLK5ktRKa3CL4sKRZtj8UlPYc.jpg,2024-06-04,"Action, Horror",104,0,3.9951,5.2,38419,Under Paris,Sous la Seine,"Action,Drama,Horror",2024.0,1001311,1001311
1239511,tt27540542,Lucky Baskhar,లక్కీ భాస్కర్‌,te,A cash-strapped bank cashier embarks on a risky investment scheme and soon gets drawn into the murky world of money laundering.,/a47JQFl9L7VDa79tEvnTOJe0rPa.jpg,2024-10-30,"Drama, Thriller, Crime",148,0,2.5663,8.0,38362,Lucky Baskhar,Lucky Baskhar,"Crime,Drama,Thriller",2024.0,1239511,1239511
882059,tt13923084,Boy Kills World,Boy Kills World,en,"When his family is murdered, a deaf-mute named Boy escapes to the jungle and is trained by a mysterious shaman to repress his childish imagination and become an instrument of death.",/5oEzYfX3UjbP8s5Zu7b5Frgqzth.jpg,2024-04-24,"Crime, Thriller, Action",110,3139717,7.6389,6.4,38296,Boy Kills World,Boy Kills World,"Action,Comedy,Crime",2023.0,882059,882059
542224,tt9086228,Gretel & Hansel,Gretel & Hansel,en,"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",/mBBBXseq4k4dI63k06XIrsc02j8.jpg,2020-01-30,"Horror, Fantasy",87,22304357,7.5312,5.5,38159,Gretel & Hansel,Gretel & Hansel,"Fantasy,Horror,Mystery",2020.0,542224,542224
660046,tt10701074,Ponniyin Selvan: Part I,பொன்னியின் செல்வன்: பாகம் 1,ta,"The Chola kingdom is under threat from forces both internal and external, and with crown prince Aaditha Karikalan, his younger brother Arunmozhi Varman and the emperor, Sundara Cholar separated by situations, it is up to a messenger to ensure the safety of the kingdom. Can he succeed in his mission, especially with Karikalan's former girlfriend, Nandhini, plotting to bring down the entire Chola empire?",/941tW6oSacXZ6JrqeCqT4CgXEN2.jpg,2022-09-30,"Action, Adventure, History",167,59000000,2.9387,7.5,38114,Ponniyin Selvan: Part I,Ponniyin Selvan: Part One,"Action,Drama",2022.0,660046,660046
584850,tt8108274,Tanhaji: The Unsung Warrior,तानाजी: द अनसंग वॉरियर,hi,"When Aurangzeb recruits his trusted soldier Udaybhan to control the Kondhana fort, Shivaji's military leader Tanhaji Malusare and his army of Maratha warriors set out to recapture the fortress.",/fZhgcUVwV7ocglL5XDq4ygsfXqD.jpg,2020-01-10,"Action, Drama, History",135,48375000,3.5704,7.5,38093,Tanhaji: The Unsung Warrior,Tanhaji: The Unsung Warrior,"Action,Biography,Drama",2020.0,584850,584850
614409,tt10676012,To All the Boys: Always and Forever,To All the Boys: Always and Forever,en,Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.,/iepqdM52f4w75fNcvgRF5QoIAjm.jpg,2021-02-12,"Romance, Comedy, Drama",115,0,2.8788,6.3,38033,To All the Boys: Always and Forever,To All the Boys: Always and Forever,"Comedy,Drama,Romance",2021.0,614409,614409
596161,tt9340860,Let Him Go,Let Him Go,en,"Following the loss of their son, a retired sheriff and his wife leave their Montana ranch to rescue their young grandson from the clutches of a dangerous family living off the grid in the Dakotas.",/EsLZoT8oHhQlGd1QpdbnvnwTzO.jpg,2020-11-05,"Thriller, Crime, Western",114,7997460,6.3498,6.7,38016,Let Him Go,Let Him Go,"Crime,Drama,Thriller",2020.0,596161,596161
852448,tt15083184,I Came By,I Came By,en,"A rebellious young graffiti artist, who targets the homes of the wealthy elite, discovers a shocking secret that leads him on a journey endangering himself and those closest to him.",/pFB9jZDl52jBNbMPVSlISXD1ggS.jpg,2022-08-19,"Crime, Thriller",110,0,2.724,6.2,37927,I Came By,I Came By,Thriller,2022.0,852448,852448
603119,tt7149730,The Silencing,The Silencing,en,A reformed hunter becomes involved in a deadly game of cat and mouse when he and the local sheriff set out to track a vicious killer who may have kidnapped his daughter years ago.,/mUInz05QlvukSrGOulKm5dbOR7L.jpg,2020-07-18,"Thriller, Action, Crime",93,0,8.0496,6.3,37854,The Silencing,The Silencing,"Action,Crime,Mystery",2020.0,603119,603119
550205,tt5562070,Wish Dragon,Wish Dragon,en,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,/lnPf6hzANL6pVQTxUlsNYSuhT5l.jpg,2021-01-15,"Animation, Family, Comedy, Fantasy",99,25860000,7.0493,7.2,37787,Wish Dragon,Wish Dragon,"Adventure,Animation,Comedy",2021.0,550205,550205
833425,tt7550014,No Exit,No Exit,en,"Stranded at a rest stop in the mountains during a blizzard, a recovering addict discovers a kidnapped child hidden in a car belonging to one of the people inside the building which sets her on a terrifying struggle to identify who among them is the kidnapper.",/5cnLoWq9o5tuLe1Zq4BTX4LwZ2B.jpg,2022-02-24,"Thriller, Mystery, Drama",96,0,4.2231,6.1,37695,No Exit,No Exit,"Drama,Mystery,Thriller",2022.0,833425,833425
619297,tt10731768,Sweet Girl,Sweet Girl,en,"A man vows to bring justice to those responsible for his wife's death while protecting the only family he has left, his daughter.",/cP7odDzzFBD9ycxj2laTeFWGLjD.jpg,2021-08-18,"Action, Thriller, Drama",110,0,2.608,5.5,37451,Sweet Girl,Sweet Girl,"Action,Drama,Thriller",2021.0,619297,619297
980026,tt20561198,The Promised Land,Bastarden,da,"Denmark, 1755. Captain Ludvig Kahlen sets out to conquer a Danish heath reputed to be uncultivable, with an impossible goal: to establish a colony in the name of the king, in exchange for a royal title. A single-minded ambition that the ruthless lord of the region will relentlessly seek to put down. Kahlen's fate hangs in the balance: will his endevours bring him wealth and honour, or cost him his life...?",/npQgoOWn4fnvOIIyTj4rIV80FXC.jpg,2023-10-05,"Action, Drama, History",127,2246680,4.1296,7.7,37381,The Promised Land,Bastarden,"Action,Biography,Drama",2023.0,980026,980026
429473,tt5315210,Lou,Lou,en,A young girl is kidnapped during a powerful storm. Her mother joins forces with her mysterious neighbour to set off in pursuit of the kidnapper. Their journey will test their limits and expose the dark secrets of their past.,/djM2s4wSaATn4jVB33cV05PEbV7.jpg,2022-09-23,"Action, Thriller",107,0,3.8458,6.1,37364,Lou,Lou,"Action,Adventure,Crime",2022.0,429473,429473
717980,tt12573454,Sharper,Sharper,en,"A small, wealthy family in New York City gets progressively torn apart by secrets, lies, and the theft that orchestrates all of it.",/tq8x5F17q95T1j0up5rpzXFAylN.jpg,2023-02-10,"Thriller, Crime, Drama",115,0,9.7163,6.7,37329,Sharper,Sharper,"Crime,Drama,Thriller",2023.0,717980,717980
913673,tt14537248,Nefarious,Nefarious,en,"On the day of his scheduled execution, a convicted serial killer gets a psychiatric evaluation during which he claims he is a demon, and further claims that before their time is over, the psychiatrist will commit three murders of his own.",/xwjWUAajQJPj5aik1tounPguZbz.jpg,2023-04-14,"Horror, Drama",98,5400000,4.0302,6.4,37277,Nefarious,Nefarious,"Drama,Horror,Thriller",2023.0,913673,913673
802219,tt8521778,Bob Marley: One Love,Bob Marley: One Love,en,Jamaican singer-songwriter Bob Marley overcomes adversity to become the most famous reggae musician in the world.,/tn6fGquvQXzUsbSIWg1OV2GBMNW.jpg,2024-02-14,"Music, History, Drama",104,180828556,6.5529,6.2,37234,Bob Marley: One Love,Bob Marley: One Love,"Biography,Drama,Music",2024.0,802219,802219
760774,tt13097932,One Life,One Life,en,"British stockbroker Nicholas Winton visits Czechoslovakia in the 1930s and forms plans to assist in the rescue of Jewish children before the onset of World War II, in an operation that came to be known as the Kindertransport.",/yvnIWt2j8VnDgwKJE2VMiFMa2Qo.jpg,2023-12-21,"History, Drama",109,51437352,5.4338,7.5,37185,One Life,One Life,"Biography,Drama,History",2023.0,760774,760774
715765,tt10699086,Bachchhan Paandey,बच्चन पांडे,hi,A budding director tries to research a merciless gangster for making a film on gangsterism. But her secret attempts to conduct the research fail when she gets caught for snooping.,/nuUtbT376pIhgTxJuEVGFx9sBvz.jpg,2022-03-18,"Comedy, Action, Crime",147,0,3.6803,5.0,37141,Bachchhan Paandey,Bachchhan Paandey,"Action,Comedy,Crime",2022.0,715765,715765
1264800,tt32308617,Savi,सावी,hi,"Savi, a simple housewife, attempts a daring jailbreak to get her husband out of one of England's high-security prisons consisting of 400 inmates, 75 armed guards, and 60 surveillance cameras.",/adI8MKbKMViJe4KACtRhKufxNiv.jpg,2024-05-31,"Action, Thriller",123,0,2.9792,5.9,36872,Savi,Savi,"Action,Crime,Drama",2024.0,1264800,1264800
618588,tt10720352,Arthur the King,Arthur the King,en,"Over the course of ten days and 435 miles, an unbreakable bond is forged between pro adventure racer Michael Light and a scrappy street dog companion dubbed Arthur. As the team is pushed to their outer limits of endurance in the race, Arthur redefines what victory, loyalty and friendship truly mean.",/zkKB3kOun5DKAkm61pHvLbrjxfa.jpg,2024-02-22,"Adventure, Drama",107,40829138,2.9991,7.0,36857,Arthur the King,Arthur the King,"Adventure,Drama,Sport",2024.0,618588,618588
839033,tt14824600,The Lord of the Rings: The War of the Rohirrim,The Lord of the Rings: The War of the Rohirrim,en,"A sudden attack by Wulf, a clever and traitorous lord of Rohan seeking vengeance for the death of his father, forces Helm Hammerhand, the King of Rohan, and his people to make a daring last stand in the ancient stronghold of the Hornburg.",/hE9SAMyMSUGAPsHUGdyl6irv11v.jpg,2024-12-05,"Animation, Fantasy, Adventure, Action",134,20658572,8.0679,6.3,36856,The Lord of the Rings: The War of the Rohirrim,The Lord of the Rings: The War of the Rohirrim,"Action,Adventure,Animation",2024.0,839033,839033
912908,tt15153532,Strays,Strays,en,"When Reggie is abandoned on the mean city streets by his lowlife owner, Doug, Reggie is certain that his beloved owner would never leave him on purpose. But once Reggie falls in with Bug, a fast-talking, foul-mouthed stray who loves his freedom and believes that owners are for suckers, Reggie finally realizes he was in a toxic relationship and begins to see Doug for the heartless sleazeball that he is.",/n1hqbSCtyBAxaXEl1Dj3ipXJAJG.jpg,2023-08-17,"Comedy, Adventure",93,32000000,4.0533,6.3,36832,Strays,Strays,"Adventure,Comedy",2023.0,912908,912908
820446,tt11703710,Downton Abbey: A New Era,Downton Abbey: A New Era,en,"The Crawley family goes on a grand journey to the south of France to uncover the mystery of the dowager countess's newly inherited villa. Meanwhile, a Hollywood director seeks to film his latest production at Downton.",/r5n4CLoIjUcnT3shWDi6MHdJ25a.jpg,2022-04-27,"Drama, Romance",124,92651384,5.4587,7.4,36816,Downton Abbey: A New Era,Downton Abbey: A New Era,"Drama,Romance",2022.0,820446,820446
727293,tt3108894,The Tender Bar,The Tender Bar,en,"JR is a fatherless boy growing up in the glow of a bar where the bartender, his Uncle Charlie, is the sharpest and most colorful of an assortment of quirky and demonstrative father figures. As the boy’s determined mother struggles to provide her son with opportunities denied to her — and leave the dilapidated home of her outrageous if begrudgingly supportive father — JR begins to gamely, if not always gracefully, pursue his romantic and professional dreams, with one foot persistently placed in Uncle Charlie’s bar.",/m6Ej3F4tYTOHD26fvX1zN9bcEUg.jpg,2021-12-17,Drama,104,0,1.737,6.7,36620,The Tender Bar,The Tender Bar,"Biography,Drama,Romance",2021.0,727293,727293
743601,tt12987894,American Murder: The Family Next Door,American Murder: The Family Next Door,en,"Using raw, firsthand footage, this documentary examines the disappearance of Shanann Watts and her children, and the terrible events that followed.",/jjs3hE3mQlVGTX3u5ZH2EJBJpf3.jpg,2020-09-29,Documentary,83,0,2.03,7.2,36573,American Murder: The Family Next Door,American Murder: The Family Next Door,"Crime,Documentary",2020.0,743601,743601
861451,tt15334030,Martin,Martin,kn,"Martin revolves around Lt. Brigadier Arjun Saxena, whose journey takes him from Pakistan to India to discover his real identity and fight against black market dealers, who are involved with terrorists to orchestrate massive attacks in the country.",/bYe2ZjUhb4Kje0BpWE6kN34u2hv.jpg,2024-10-11,"Action, Drama, Thriller",147,3247000,122.4379,2.2,36430,Martin,Martin,"Action,Drama,Thriller",2024.0,861451,861451
1120911,tt27657135,Saturday Night,Saturday Night,en,"At 11:30pm on October 11, 1975, a ferocious troupe of young comedians and writers changed television forever. This is the story of what happened behind the scenes in the 90 minutes leading up to the first broadcast of Saturday Night Live.",/oCf5O6uxooTvRwKVnLHwGqZUifq.jpg,2024-09-27,"Comedy, Drama",109,9802525,1.9539,6.9,36372,Saturday Night,Saturday Night,"Biography,Comedy,Drama",2024.0,1120911,1120911
1041054,tt15145764,Freddy,Freddy,hi,"Introverted and awkward Dr. Freddy Ginwala desperately searches for a soulmate. When he finally finds her, the relationship becomes as painful as a root canal.",/av8OONk9vmm0OmGWNYzZpAbOJP3.jpg,2022-12-02,"Romance, Thriller",124,0,2.7012,7.3,36313,Freddy,Freddy,"Drama,Mystery,Romance",2022.0,1041054,1041054
555285,tt9185206,"Are You There God? It's Me, Margaret.","Are You There God? It's Me, Margaret.",en,"When her family moves from New York City to New Jersey, an 11-year-old girl navigates new friends, feelings, and the beginning of adolescence.",/yb6UB4WC3znlwU0L4AqMnjR9G9S.jpg,2023-03-29,"Comedy, Drama",106,21800000,2.7681,7.3,36215,"Are You There God? It's Me, Margaret.","Are You There God? It's Me, Margaret.","Comedy,Drama,Family",2023.0,555285,555285
852096,tt7798604,We Have a Ghost,We Have a Ghost,en,"After Kevin finds a ghost named Ernest haunting his new home, he becomes an overnight social media sensation. But when Kevin and Ernest go rogue to investigate the mystery of the latter's past, they become targets of the CIA.",/xo0fgAUoEeVQ7KsKeMWypyglvnf.jpg,2023-02-24,"Horror, Comedy",127,0,2.0694,6.1,36147,We Have a Ghost,We Have a Ghost,"Adventure,Comedy,Family",2023.0,852096,852096
645489,tt10350626,Gunjan Saxena: The Kargil Girl,गुंजन सक्सेना: द कारगिल गर्ल,hi,Inspired by the life of a fearless young officer who made history by becoming the first Indian female Air Force officer to fly in a combat zone during the 1999 Kargil War,/llWz6LbVpGPChnNnhAiGJyPMDwP.jpg,2020-07-23,"Action, Drama",112,0,3.6555,5.5,36103,Gunjan Saxena: The Kargil Girl,Gunjan Saxena: The Kargil Girl,"Action,Biography,Drama",2020.0,645489,645489
1020951,tt27470893,Chandu Champion,चंदू चैंपियन,hi,"9 bullet wounds (one still in the body), three different sports and an unshakable determination to fulfill the dream of an Olympic Gold later, Muralikant Petkar, India's first Paralympian to finish at the top of the podium, got the recognition by his own country 45 years after he achieved what no athlete from his country could.",/AprEYzaWgMuSQtJXMxz1P5Z3e3P.jpg,2024-06-14,Drama,143,0,3.2092,7.8,35997,Chandu Champion,Chandu Champion,"Action,Biography,Drama",2024.0,1020951,1020951
749274,tt1924245,Cry Macho,Cry Macho,en,A one-time rodeo star and washed-up horse breeder takes a job from an ex-boss to bring the man's young son home from Mexico.,/esrzqq7Ud8yoslFTu3J5HqTJVOQ.jpg,2021-09-16,"Drama, Western",104,16510734,6.463,5.7,35961,Cry Macho,Cry Macho,Drama,2021.0,749274,749274
844185,tt14914430,Unfrosted,Unfrosted,en,"In a time when breakfast is ruled by milk and cereal, a fierce corporate battle begins over a revolutionary new pastry.",/zxcpbkiyv81u1frI7b0f6qaYufE.jpg,2024-04-30,"Comedy, History",97,0,2.1719,5.5,35947,Unfrosted,Unfrosted,"Biography,Comedy,History",2024.0,844185,844185
980078,tt19623240,Winnie the Pooh: Blood and Honey,Winnie the Pooh: Blood and Honey,en,"After Christopher Robin abandons them for college, Pooh and Piglet embark on a bloody rampage as they search for a new source of food.",/wtFwgFFk1ze789ghcadWGEVjj3N.jpg,2023-01-26,"Horror, Thriller",84,7717044,3.1315,2.9,35872,Winnie-the-Pooh: Blood and Honey,Winnie-the-Pooh: Blood and Honey,Horror,2023.0,980078,980078
754609,tt5151570,Mrs. Harris Goes to Paris,Mrs. Harris Goes to Paris,en,A 1950s London cleaning lady falls in love with an haute couture dress by Christian Dior and decides to gamble everything for the sake of this folly.,/eUg0HDLhTEDcXGBU2iK6QRBILv4.jpg,2022-07-15,"Drama, Comedy, History",116,10370305,2.6786,7.1,35868,Mrs. Harris Goes to Paris,Mrs. Harris Goes to Paris,"Comedy,Drama",2022.0,754609,754609
739993,tt12141112,Metal Lords,Metal Lords,en,"For teenage misfits Hunter and Kevin, the path to glory is clear: Devote themselves to metal. Win Battle of the Bands. And be worshipped like gods.",/r97txZRmBb75SGsIAWqmplWJnO3.jpg,2022-04-08,"Comedy, Drama, Music",97,0,11.3888,6.7,35809,Metal Lords,Metal Lords,"Comedy,Music",2022.0,739993,739993
695962,tt6455162,Bhool Bhulaiyaa 2,भूल भुलैया 2,hi,"When strangers Reet and Ruhan cross paths, their journey leads to an abandoned mansion and a dreaded spirit who has been trapped for eighteen years.",/fw0oMHiMt9qOuKEJEmzFiCNAnXc.jpg,2022-05-20,"Horror, Comedy",143,32000000,3.449,5.7,35750,Bhool Bhulaiyaa 2,Bhool Bhulaiyaa 2,"Comedy,Horror",2022.0,695962,695962
661914,tt10612922,One Night in Miami...,One Night in Miami...,en,"In the aftermath of Cassius Clay's defeat of Sonny Liston in 1964, the boxer meets with Malcolm X, Sam Cooke and Jim Brown to change the course of history in the segregated South.",/1DLUb9PTDqXMSgsD7RmiJs7ZJIx.jpg,2020-12-25,Drama,114,0,1.0358,7.1,35509,One Night in Miami...,One Night in Miami...,Drama,2020.0,661914,661914
719221,tt14088510,Tarot,Tarot,en,"When a group of friends recklessly violate the sacred rule of Tarot readings, they unknowingly unleash an unspeakable evil trapped within the cursed cards. One by one, they come face to face with fate and end up in a race against death.",/gAEUXC37vl1SnM7PXsHTF23I2vq.jpg,2024-05-01,Horror,92,49256239,8.1785,4.8,35377,Tarot,Tarot,Horror,2024.0,719221,719221
748167,tt13186604,Uglies,Uglies,en,"In a futuristic dystopia with enforced beauty standards, a teen awaiting mandatory cosmetic surgery embarks on a journey to find her missing friend.",/jaUu9zHtbcFwrB5Y1DNYE09HMex.jpg,2024-09-12,"Science Fiction, Adventure, Action",100,0,4.7447,4.7,35344,Uglies,Uglies,"Action,Adventure,Drama",2024.0,748167,748167
597922,tt10268488,The Greatest Beer Run Ever,The Greatest Beer Run Ever,en,"Chickie wants to support his friends fighting in Vietnam, so he does something wild—personally bring them American beer. What starts as a well-meaning journey quickly changes Chickie's life and perspective.",/ggf37TpcKaxwguhvtNn6MQpyqBn.jpg,2022-09-23,"Drama, Comedy, War",126,0,7.4919,6.8,35303,The Greatest Beer Run Ever,The Greatest Beer Run Ever,"Adventure,Comedy,Drama",2022.0,597922,597922
668461,tt13320662,Slumberland,Slumberland,en,"A young girl discovers a secret map to the dreamworld of Slumberland, and with the help of an eccentric outlaw, she traverses dreams and flees nightmares, with the hope that she will be able to see her late father again.",/eCgBLNAFC4XDZ4DiyQ80PIJdSHU.jpg,2022-11-18,"Family, Fantasy, Comedy",117,0,2.8241,6.7,35292,Slumberland,Slumberland,"Adventure,Comedy,Drama",2022.0,668461,668461
801058,tt14152756,Seaspiracy,Seaspiracy,en,"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers an alarming global conspiracy.",/iFNri0fwn1WfCoxf3H3v1z8dCm4.jpg,2021-03-24,"Documentary, Crime",89,0,1.075,8.1,35290,Seaspiracy,Seaspiracy,"Adventure,Documentary",2021.0,801058,801058
714888,tt15301048,Argentina 1985,Argentina 1985,es,"In the 1980s, a team of lawyers takes on the heads of Argentina's bloody military dictatorship in a battle against odds and a race against time.",/nmh7vD2eDVRqFJoCpEzVcfGcPPf.jpg,2022-09-29,"Drama, History, Crime",141,58424000,5.3868,7.6,35217,"Argentina, 1985","Argentina, 1985","Biography,Crime,Drama",2022.0,714888,714888
933419,tt15339570,Champions,Champions,en,A stubborn and hotheaded minor league basketball coach is forced to train a Special Olympics team when he is sentenced to community service.,/i46Gke8Kg3uH2K5eM0rDo4HzPtq.jpg,2023-03-09,"Comedy, Drama",124,9263009,10.1492,6.8,35208,Champions,Champions,"Comedy,Drama,Sport",2023.0,933419,933419
989662,tt21097228,A Different Man,A Different Man,en,"Aspiring actor Edward undergoes a radical medical procedure to drastically transform his appearance. But his new dream face quickly turns into a nightmare, as he loses out on the role he was born to play and becomes obsessed with reclaiming what was lost.",/lZZKTEvo92u1J5pm7QoEA5yN3du.jpg,2024-08-24,"Comedy, Drama",112,1169365,3.602,6.9,35162,A Different Man,A Different Man,"Drama,Thriller",2024.0,989662,989662
809140,tt14439896,Father Stu,Father Stu,en,"The true-life story of boxer-turned-priest. When an injury ends his amateur boxing career, Stuart Long moves to Los Angeles to find money and fame. While scraping by as a supermarket clerk, he meets Carmen, a Sunday school teacher who seems immune to his bad-boy charm. Determined to win her over, the longtime agnostic starts going to church to impress her. However, a motorcycle accident leaves him wondering if he can use his second chance to help others, leading to the surprising realization that he's meant to be a Catholic priest.",/pLAeWgqXbTeJ2gQtNvRmdIncYsk.jpg,2022-04-13,Drama,124,21591034,3.6126,6.5,35110,Father Stu,Father Stu,"Biography,Drama,Sport",2022.0,809140,809140
